Accession ID	Virus name	Location	Collection date	Originating lab	Submitting lab	Authors
EPI_ISL_412978	hCoV-19/Wuhan/HBCDC-HB-02/2020	Asia / China / Hubei / Wuhan	2020-01-17	The Central Hospital Of Wuhan	Hubei Provincial Center for Disease Control and Prevention	Bin Fang, Xiang Li, Xiao Yu, Linlin Liu, Bo Yang, Faxian Zhan, Guojun Ye, Xixiang Huo, Junqiang Xu, Bo Yu, Kun Cai, Jing Li, Yongzhong Jiang.
EPI_ISL_412979	hCoV-19/Wuhan/HBCDC-HB-03/2020	Asia / China / Hubei / Wuhan	2020-01-18	Union Hospital of Tongji Medical College, Huazhong University of Science and Technology	Hubei Provincial Center for Disease Control and Prevention	Bin Fang, Xiang Li, Xiao Yu, Linlin Liu, Bo Yang, Faxian Zhan, Guojun Ye, Xixiang Huo, Junqiang Xu, Bo Yu, Kun Cai, Jing Li, Yongzhong Jiang.
EPI_ISL_412980	hCoV-19/Wuhan/HBCDC-HB-04/2020	Asia / China / Hubei / Wuhan	2020-01-18	Union Hospital of Tongji Medical College, Huazhong University of Science and Technology	Hubei Provincial Center for Disease Control and Prevention	Bin Fang, Xiang Li, Xiao Yu, Linlin Liu, Bo Yang, Faxian Zhan, Guojun Ye, Xixiang Huo, Junqiang Xu, Bo Yu, Kun Cai, Jing Li, Yongzhong Jiang.
EPI_ISL_412981	hCoV-19/Wuhan/HBCDC-HB-05/2020	Asia / China / Hubei / Wuhan	2020-01-18	CR&WISCO GENERAL HOSPITAL	Hubei Provincial Center for Disease Control and Prevention	Bin Fang, Xiang Li, Xiao Yu, Linlin Liu, Bo Yang, Faxian Zhan, Guojun Ye, Xixiang Huo, Junqiang Xu, Bo Yu, Kun Cai, Jing Li, Yongzhong Jiang.
EPI_ISL_412982	hCoV-19/Wuhan/HBCDC-HB-06/2020	Asia / China / Hubei / Wuhan	2020-02-07	Wuhan Lung Hospital	Hubei Provincial Center for Disease Control and Prevention	Bin Fang, Xiang Li, Xiao Yu, Linlin Liu, Bo Yang, Faxian Zhan, Guojun Ye, Xixiang Huo, Junqiang Xu, Bo Yu, Kun Cai, Jing Li, Yongzhong Jiang.
EPI_ISL_412983	hCoV-19/Tianmen/HBCDC-HB-07/2020	Asia / China / Hubei / Tianmen	2020-02-08	Tianmen Center for Disease Control and Prevention	Hubei Provincial Center for Disease Control and Prevention	Bin Fang, Xiang Li, Xiao Yu, Linlin Liu, Bo Yang, Faxian Zhan, Guojun Ye, Xixiang Huo, Junqiang Xu, Bo Yu, Kun Cai, Jing Li, YiFa Zhu, Yangyang Tao,Xierong Li,Yongzhong Jiang.
EPI_ISL_413014	hCoV-19/Canada/ON-PHL2445/2020	North America / Canada / Ontario	2020-01-25	Public Health Ontario Laboratory	Ontario Agency for Health Protection and Promotion (OAHPP)	Alireza Eshaghi, Samir N Patel, Jonathan B Gubbay, Vanessa G Allen, Christine Frantz, Aimin Li, Sandeep Nagra
EPI_ISL_413017	hCoV-19/South Korea/KUMC01/2020	Asia / South Korea	2020-02-06	Department of Microbiology, Institute for Viral Diseases, College of Medicine, Korea University	Department of Microbiology, Institute for Viral Diseases, College of Medicine, Korea University	Changmin Kang, Joon-Yong Bae, Jungmin Lee, Heedo Park, Juyoung Cho, Jeonghun Kim, Gee eun Lee, Cui Chunguang, Kyeong-ryeol Shin, Dong Min Kim, Jin Il Kim, Man-Seong Park
EPI_ISL_413018	hCoV-19/South Korea/KUMC02/2020	Asia / South Korea	2020-02-06	Department of Microbiology, Institute for Viral Diseases, College of Medicine, Korea University	Department of Microbiology, Institute for Viral Diseases, College of Medicine, Korea University	Changmin Kang, Joon-Yong Bae, Jungmin Lee, Heedo Park, Juyoung Cho, Jeonghun Kim, Gee eun Lee, Cui Chunguang, Kyeong-ryeol Shin, Dong Min Kim, Jin Il Kim, Man-Seong Park
EPI_ISL_413019	hCoV-19/Switzerland/1000477102/2020	Europe / Switzerland / Zurich	2020-02-26	Department of Internal Medicine, Triemli Hospital	Institute of Medical Virology, University of Zurich	Stefan Schmutz, Maryam Zaheri, Verena Kufner, Patrick Redli, Fiona Steiner, Jon Huder, Riccarda Capaul, Andrea Zbinden, Jürg Böni, Michael Huber, Gerhard Eich, Alexandra Trkola
EPI_ISL_413020	hCoV-19/Switzerland/1000477377/2020	Europe / Switzerland / Zurich	2020-02-27	Department of Internal Medicine, Triemli Hospital	Institute of Medical Virology, University of Zurich	Stefan Schmutz, Maryam Zaheri, Verena Kufner, Patrick Redli, Fiona Steiner, Jon Huder, Riccarda Capaul, Andrea Zbinden, Jürg Böni, Michael Huber, Gerhard Eich, Alexandra Trkola
EPI_ISL_413021	hCoV-19/Switzerland/1000477757/2020	Europe / Switzerland / Zurich	2020-02-29	Klinik Hirslanden Zurich	Institute of Medical Virology, University of Zurich	Stefan Schmutz, Maryam Zaheri, Verena Kufner, Gabriela Ziltener, Patrick Redli, Fiona Steiner, Jon Huder, Riccarda Capaul, Andrea Zbinden, Jürg Böni, Michael Huber, Christian Ruef, Alexandra Trkola
EPI_ISL_413022	hCoV-19/Switzerland/1000477796/2020	Europe / Switzerland / Zurich	2020-02-29	Division of Infectious Diseases, University Hospital Zurich	Institute of Medical Virology, University of Zurich	Stefan Schmutz, Maryam Zaheri, Verena Kufner, Gabriela Ziltener, Patrick Redli, Fiona Steiner, Jon Huder, Riccarda Capaul, Andrea Zbinden, Jürg Böni, Michael Huber, Roberto Speck, Alexandra Trkola
EPI_ISL_413023	hCoV-19/Switzerland/1000477797/2020	Europe / Switzerland / Zurich	2020-02-29	Division of Infectious Diseases, University Hospital Zurich	Institute of Medical Virology, University of Zurich	Stefan Schmutz, Maryam Zaheri, Verena Kufner, Gabriela Ziltener, Patrick Redli, Fiona Steiner, Jon Huder, Riccarda Capaul, Andrea Zbinden, Jürg Böni, Michael Huber, Roberto Speck, Alexandra Trkola
EPI_ISL_413024	hCoV-19/Switzerland/1000477806/2020	Europe / Switzerland / Zurich	2020-02-29	Division of Infectious Diseases, University Hospital Zurich	Institute of Medical Virology, University of Zurich	Stefan Schmutz, Maryam Zaheri, Verena Kufner, Gabriela Ziltener, Patrick Redli, Fiona Steiner, Jon Huder, Riccarda Capaul, Andrea Zbinden, Jürg Böni, Michael Huber, Roberto Speck, Alexandra Trkola
EPI_ISL_413213	hCoV-19/Australia/NSW06/2020	Oceania / Australia / New South Wales / Sydney	2020-02-29	Centre for Infectious Diseases and Microbiology Laboratory Services	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	Eden J-S, Carter I, Rahman H, Holmes EC, Rockett R, O’Sullivan MV, Sintchenko V, Chen SC, Maddocks S, Kok J and Dwyer DE for the 2019-nCoV Study Group*
EPI_ISL_413214	hCoV-19/Australia/NSW07/2020	Oceania / Australia / New South Wales / Sydney	2020-02-29	Centre for Infectious Diseases and Microbiology Laboratory Services	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	Eden J-S, Carter I, Rahman H, Holmes EC, Rockett R, O’Sullivan MV, Sintchenko V, Chen SC, Maddocks S, Kok J and Dwyer DE for the 2019-nCoV Study Group*
EPI_ISL_413025	hCoV-19/USA/WA3-UW1/2020	North America / USA / Washington	2020-02-27	Harborview Medical Center	UW Virology Lab	Pavitra Roychoudhury, Arun Nalla, Hong Xie, Keith Jerome, Alexander Greninger
EPI_ISL_413455	hCoV-19/USA/WA4-UW2/2020	North America / USA / Washington	2020-02-28	Washington State Public Health Lab	University of Washington Virology Lab	Pavitra Roychoudhury, Arun Nalla, Hong Xie, Keith Jerome, Alexander Greninger
EPI_ISL_413456	hCoV-19/USA/WA-S2/2020	North America / USA / Washington / King County	2020-02-20	Seattle Flu Study	Seattle Flu Study	Chu et al
EPI_ISL_413015	hCoV-19/Canada/ON-VIDO-01/2020	North America / Canada / Ontario	2020-01-23	Public Health Ontario Laboratory	National Microbiology Laboratory	Shari Tyson, Anna Majer, Erika Landry, Morag Graham, Grace Seo, Philip Mabon, Natalie Knox, Adrian Zetner, Samira Mubareka, Rob Kozak, Jocelyne Lew, Darryl Falzarano, Gerdts Volker, Jonathan Gubbay, Stephanie Booth, Guillaume Poliquin, Tom Graefenhan, Matthew Gilmour, Nathalie Bastien, Yan Li, Timothy Booth
EPI_ISL_413457	hCoV-19/USA/WA6-UW3/2020	North America / USA / Washington	2020-02-29	Washington State Public Health Lab	UW Virology Lab	Pavitra Roychoudhury, Arun Nalla, Hong Xie, Keith Jerome, Alexander Greninger
EPI_ISL_413458	hCoV-19/USA/WA7-UW4/2020	North America / USA / Washington	2020-03-01	Washington State Public Health Lab	UW Virology Lab	Pavitra Roychoudhury, Arun Nalla, Hong Xie, Keith Jerome, Alexander Greninger
EPI_ISL_413459	hCoV-19/Japan/TK/20-31-3/2020	Asia / Japan / Tokyo	2020-02-20	Department of Pathology, Toshima Hospital	Pathogen Genomics Center, National Institute of Infectious Diseases	Tsuyoshi Sekizuka, Kentaro Itokawa, Takuya Adachi, Masahiro Sano, Jun Yamazaki, Ippei Miyamoto, Haruka Nishioka, Ja-Mun Chong, Noriko Nakajima, Yuko Sato, Minoru Tobiume, Harutaka Katano, Tadaki Suzuki, Makoto Kuroda
EPI_ISL_413485	hCoV-19/Anhui/SZ005/2020	Asia / China / Anhui / Suzhou	2020-01-24	Department of microbiology laboratory,Anhui Provincial Center for Disease Control and Prevention	Department of microbiology laboratory,Anhui Provincial Center for Disease Control and Prevention	Weiwei Li,Jun He,Yong Sun,Junling Yu,Qingqing Chen,Yuan Yuan,Yonglin Shi,Zhuhui Zhang,Yinglu Ge,Weidong Li,Bin Su,Zhirong Liu
EPI_ISL_413487	hCoV-19/USA/WA9-UW6/2020	North America / USA / Washington	2020-03-01	Harborview Medical Center	University of Washington Virology Lab	Pavitra Roychoudhury, Arun Nalla, Hong Xie, Keith Jerome, Alexander Greninger
EPI_ISL_413486	hCoV-19/USA/WA8-UW5/2020	North America / USA / Washington	2020-03-01	Valley Medical Center	University of Washington Virology Lab	Pavitra Roychoudhury, Arun Nalla, Hong Xie, Keith Jerome, Alexander Greninger
EPI_ISL_413488	hCoV-19/Germany/NRW-01/2020	Europe / Germany / North Rhine Westphalia / Heinsberg District	2020-02-28	Center of Medical Microbiology, Virology, and Hospital Hygiene	Center of Medical Microbiology, Virology, and Hospital Hygiene	Adams Ortwin, Andree Marcel, Dilthey Alexander, Hauka Sandra, Houwaart Torsten, Kohns Vasconcelos Malte,  Pfeffer Klaus, Senff Tina, Strelow Daniel, Timm Jörg, Walker Andreas, Wienemann Tobias
EPI_ISL_413490	hCoV-19/New Zealand/01/2020	Oceania / New Zealand / Auckland	2020-02-27	Auckland Hospital	Institute of Environmental Science and Research (ESR)	Matt Storey, Xiaoyun Ren, Gary McAuliffe, Sally Roberts, Matthew Blakiston, Erasmus Smit, Lauren Jelly, Joep de Ligt
EPI_ISL_413489	hCoV-19/Italy/UniSR1/2020	Europe / Italy / Lombardy / Milan	2020-03-03	Laboratorio di Microbiologia e Virologia, Università Vita-Salute San Raffaele, Milano	Laboratorio di Microbiologia e Virologia, Università Vita-Salute San Raffaele, Milano	R.A Diotti, E. Criscuolo, M. Castelli, V. Caputo, R. Ferrarese, M. Sampaolo, E. Boeri, I. Negri, V. Amato, G. Lo Raso, C. Di Resta, R. Burioni, M. Clementi, N. Mancini & N. Clementi
EPI_ISL_406844	hCoV-19/Australia/VIC01/2020	Oceania / Australia / Victoria / Clayton	2020-01-25	Monash Medical Centre	Collaboration between the University of Melbourne at The Peter Doherty Institute for Infection and Immunity, and the Victorian Infectious Disease Reference Laboratory	Caly,L., Seemann,T., Schultz,M., Druce,J. and Taiaroa,G
EPI_ISL_413498	hCoV-19/Hong Kong/VM20002663/2020	Asia / Hong Kong	2020-02-17	Pamela Youde Nethersole Eastern Hospital	Hong Kong Department of Health	Mak Gannon C.K., Cheng Peter K.C., Lam Edman T.K., Chan Rickjason C.W., Tsang Dominic N.C.
EPI_ISL_413497	hCoV-19/Hong Kong/VM20002588/2020	Asia / Hong Kong	2020-02-13	Ruttonjee Hospital	Hong Kong Department of Health	Mak Gannon C.K., Cheng Peter K.C., Lam Edman T.K., Chan Rickjason C.W., Tsang Dominic N.C.
EPI_ISL_413496	hCoV-19/Hong Kong/VM20002581/2020	Asia / Hong Kong	2020-02-13	Ruttonjee Hospital	Hong Kong Department of Health	Mak Gannon C.K., Cheng Peter K.C., Lam Edman T.K., Chan Rickjason C.W., Tsang Dominic N.C.
EPI_ISL_413495	hCoV-19/Hong Kong/VM20002582/2020	Asia / Hong Kong	2020-02-12	Ruttonjee Hospital	Hong Kong Department of Health	Mak Gannon C.K., Cheng Peter K.C., Lam Edman T.K., Chan Rickjason C.W., Tsang Dominic N.C.
EPI_ISL_408431	hCoV-19/France/IDF0626/2020	Europe / France / Ile-de-France / Paris	2020-01-29	Sorbonne Université, Inserm et Assistance Publique-Hôpitaux de Paris (Pitié Salpétrière)	National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris	Mélanie Albert, Marion Barbet, Sylvie Behillil, Méline Bizard, Angela Brisebarre, Flora Donati, Vincent Enouf, Maud Vanpeene, Sylvie van der Werf, Sonia Burrel, Anne-Geneviève Marcelin, Vincent Calvez, David Boutolleau, Elise Klément, Valérie Pourcher, Eric Caumes.
EPI_ISL_410218	hCoV-19/Taiwan/NTU02/2020	Asia / Taiwan / Taipei	2020-02-05	Department of Laboratory Medicine, National Taiwan University Hospital	Microbial Genomics Core Lab, National Taiwan University Centers of Genomic and Precision Medicine	Shiou-Hwei Yeh, You-Yu Lin, Ya-Yun Lai, Chiao-Ling Li, Shan-Chwen Chang, Pei-Jer Chen, Sui-Yuan Chang
EPI_ISL_406798	hCoV-19/Wuhan/WH01/2019	Asia / China / Hubei / Wuhan	2019-12-26	General Hospital of Central Theater Command of People's Liberation Army of China	BGI & Institute of Microbiology, Chinese Academy of Sciences & Shandong First Medical University & Shandong Academy of Medical Sciences & General Hospital of Central Theater Command of People's Liberation Army of China	Weijun Chen, Yuhai Bi, Weifeng Shi and Zhenhong Hu
EPI_ISL_413491	hCoV-19/Hong Kong/VM20002493/2020	Asia / Hong Kong	2020-02-09	Princess Margaret Hospital	Hong Kong Department of Health	Mak Gannon C.K., Cheng Peter K.C., Lam Edman T.K., Chan Rickjason C.W., Tsang Dominic N.C.
EPI_ISL_413492	hCoV-19/Hong Kong/VM20002509/2020	Asia / Hong Kong	2020-02-10	Queen Mary Hospital	Hong Kong Department of Health	Mak Gannon C.K., Cheng Peter K.C., Lam Edman T.K., Chan Rickjason C.W., Tsang Dominic N.C.
EPI_ISL_413493	hCoV-19/Hong Kong/VM20002507/2020	Asia / Hong Kong	2020-02-10	Princess Margaret Hospital	Hong Kong Department of Health	Mak Gannon C.K., Cheng Peter K.C., Lam Edman T.K., Chan Rickjason C.W., Tsang Dominic N.C.
EPI_ISL_413494	hCoV-19/Hong Kong/VM20002508/2020	Asia / Hong Kong	2020-02-10	Princess Margaret Hospital	Hong Kong Department of Health	Mak Gannon C.K., Cheng Peter K.C., Lam Edman T.K., Chan Rickjason C.W., Tsang Dominic N.C.
EPI_ISL_413522	hCoV-19/India/1-27/2020	Asia / India / Kerala	2020-01-27	Indian Council of Medical Research - National Institute of Virology	National Influenza Center, Indian Council of Medical Research - National Institute of Virology	Potdar V, Yadav PD, Choudhary ML, Shete-Aich A
EPI_ISL_413523	hCoV-19/India/1-31/2020	Asia / India / Kerala	2020-01-31	Indian Council of Medical Research-National Institute of Virology	National Influenza Center, Indian Council of Medical Research-National Institute of Virology	Potdar V, Yadav PD, Choudhary ML, Shete-Aich A
EPI_ISL_413517	hCoV-19/Iran/MHKN-1/2020	Asia / Iran	2020-02-26	unknown	Gastrointestinal and Liver Diseases Research Center	Karbalaie Niya,M.H., Laali,A., Tabibzadeh,A., Safarnezhad Tameshkel,F., Zamani,F., Sohrabi,M.R., Ranjbar,M., Savaj,S., Rezaie,N., Ajdarkosh,H., Keyvani,H., Khoonsari,M., Ameli,M., Nikkhah,M., Ghanbari,B., Faraji,A., Jamshidi Makiani,M. and Roham,M.
EPI_ISL_413553	hCoV-19/Iran/Tehran15AW/2020	Asia / Iran / Tehran	2020-02-28	Iran National Influenza Center	Iran National Influenza Center	Jila Yavarian, Nazanin Zahra Shafiei Jandaghi, Kaveh Sadeghi, Fatemeh Ajaminejad, Nastaran Ghavvami and Talat Mokhtari Azad
EPI_ISL_413554	hCoV-19/Iran/Tehran9BE/2020	Asia / Iran / Tehran	2020-02-23	Iran National Influenza Center	Iran National Influenza Center	Jila Yavarian, Nazanin Zahra Shafiei Jandaghi, Kaveh Sadeghi, Nastaran Ghavvami, Fatemeh Ajami Nejad, Fatemeh Saadatmand and Talat Mokhtari Azad
EPI_ISL_413555	hCoV-19/Wales/PHW1/2020	Europe / United Kingdom / Wales	2020-02-27	Wales Specialist Virology Centre	Public Health Wales Microbiology Cardiff	Catherine Moore, Cen Sabu, Joanne Watkins, Sally Corden, Tom Connor
EPI_ISL_413556	hCoV-19/Wales/PHW2/2020	Europe / United Kingdom / Wales	2020-03-04	Wales Specialist Virology Centre	Public Health Wales Microbiology Cardiff	Catherine Moore, Tim Jones, Joanne Watkins, Sally Corden, Tom Connor
EPI_ISL_413558	hCoV-19/USA/CA-CDPH-UC2/2020	North America / USA / California / Solano County	2020-02-27	California Department of Public Health	Chiu Laboratory, UCSF-Abbott Viral Diagnostics and Discovery Center, University of California, San Francisco	Xianding Deng, Scot Federman, Guixia Yu, Chao-Yang Pan, Hugo Guevara, Alicia Sotomayor-Gonzalez, Allan Gopez, Wei Gu, Steve Miller, Debra A. Wadford, and Charles Y. Chiu
EPI_ISL_413559	hCoV-19/USA/CA-CDPH-UC3/2020	North America / USA / California / Solano County	2020-02-27	California Department of Public Health	Chiu Laboratory, UCSF-Abbott Viral Diagnostics and Discovery Center, University of California, San Francisco	Xianding Deng, Scot Federman, Guixia Yu, Chao-Yang Pan, Hugo Guevara, Alicia Sotomayor-Gonzalez, Allan Gopez, Wei Gu, Steve Miller, Debra A. Wadford, and Charles Y. Chiu
EPI_ISL_413560	hCoV-19/USA/WA-S3/2020	North America / USA / Washington	2020-02-28	Seattle Flu Study	Seattle Flu Study	Chu et al
EPI_ISL_413561	hCoV-19/USA/CA-CDPH-UC4/2020	North America / USA / California / Solano County	2020-02-27	California Department of Public Health	Chiu Laboratory, UCSF-Abbott Viral Diagnostics and Discovery Center, University of California, San Francisco	Xianding Deng, Scot Federman, Guixia Yu, Chao-Yang Pan, Hugo Guevara, Alicia Sotomayor-Gonzalez, Allan Gopez, Wei Gu, Steve Miller, Debra A. Wadford, and Charles Y. Chiu
EPI_ISL_413521	hCoV-19/Beijing/235/2020	Asia / China / Beijing	2020-01-28	unknown	Infectious Disease Control Center	Li,J., Li,L., Li,Z., Qiu,S., Song,H., Li,P. and Li,P.
EPI_ISL_413520	hCoV-19/Beijing/233/2020	Asia / China / Beijing	2020-01-28	unknown	Infectious Disease Control Center	Li,J., Li,L., Li,Z., Qiu,S., Song,H., Li,P. and Li,P.
EPI_ISL_413519	hCoV-19/Beijing/231/2020	Asia / China / Beijing	2020-01-28	unknown	Infectious Disease Control Center	Li,J., Li,L., Li,Z., Qiu,S., Song,H., Li,P. and Li,P.
EPI_ISL_413518	hCoV-19/Beijing/105/2020	Asia / China / Beijing	2020-01-26	unknown	Infectious Disease Control Center	Li,J., Li,L., Li,Z., Qiu,S., Song,H., Li,P. and Li,P.
EPI_ISL_413513	hCoV-19/South Korea/KUMC03/2020	Asia / South Korea	2020-02-27	Division of Infectious Diseases, Department of Internal Medicine, Korea University College of Medicine	Department of Microbiology, Institute for Viral Diseases, College of Medicine, Korea University	Changmin Kang, Joon-Yong Bae, Jungmin Lee, Jin Gu Yoon, Heedo Park, Juyoung Cho, Jeonghun Kim, Gee Eun Lee, Cui Chunguang, Kyeong-ryeol Shin, Ji Yun Noh, Joon Young Song, Hee Jin Cheong, Woo Joo Kim, Jin Il Kim, Man-Seong Park
EPI_ISL_413514	hCoV-19/South Korea/KUMC04/2020	Asia / South Korea	2020-02-27	Department of Microbiology, Institute for Viral Diseases, College of Medicine, Korea University	Department of Microbiology, Institute for Viral Diseases, College of Medicine, Korea University	Changmin Kang, Joon-Yong Bae, Jungmin Lee, Jin Gu Yoon, Heedo Park, Juyoung Cho, Jeonghun Kim, Gee Eun Lee, Cui Chunguang, Kyeong-ryeol Shin, Ji Yun Noh, Joon Young Song, Hee Jin Cheong, Woo Joo Kim, Jin Il Kim, Man-Seong Park
EPI_ISL_413515	hCoV-19/South Korea/KUMC05/2020	Asia / South Korea	2020-02-27	Division of Infectious Diseases, Department of Internal Medicine, Korea University College of Medicine	Department of Microbiology, Institute for Viral Diseases, College of Medicine, Korea University	Changmin Kang, Joon-Yong Bae, Jungmin Lee, Jin Gu Yoon, Heedo Park, Juyoung Cho, Jeonghun Kim, Gee Eun Lee, Cui Chunguang, Kyeong-ryeol Shin, Ji Yun Noh, Joon Young Song, Hee Jin Cheong, Woo Joo Kim, Jin Il Kim, Man-Seong Park
EPI_ISL_413516	hCoV-19/South Korea/KUMC06/2020	Asia / South Korea	2020-02-27	Department of Microbiology, Institute for Viral Diseases, College of Medicine, Korea University	Department of Microbiology, Institute for Viral Diseases, College of Medicine, Korea University	Changmin Kang, Joon-Yong Bae, Jungmin Lee, Jin Gu Yoon, Heedo Park, Juyoung Cho, Jeonghun Kim, Gee Eun Lee, Cui Chunguang, Kyeong-ryeol Shin, Ji Yun Noh, Joon Young Song, Hee Jin Cheong, Woo Joo Kim, Jin Il Kim, Man-Seong Park
EPI_ISL_413572	hCoV-19/Netherlands/Haarlem_1363688/2020	Europe / Netherlands / Haarlem	2020-03-01	MHC Kennemerland	Erasmus Medical Center	David Nieuwenhuijse, Bas Oude Munnink, Reina Sikkema, Claudia Schapendonk, Irina Chestakova, Anne van der Linden, Mark Pronk, Pascal Lexmond, Corien Swaan, Manon Haverkate, Madelief Mollers, Mart Stein, Sandra Kengne Kamga Mobou, Jeroen van Kampen, Jolanda Voermans, Aura Timen, Corine GeurtsvanKessel, Annemiek van der Eijk, Richard Molenkamp, Marion Koopmans, on behalf of the Dutch national COVID-19 response team.
EPI_ISL_413566	hCoV-19/Netherlands/Blaricum_1364780/2020	Europe / Netherlands / Blaricum	2020-03-02	MHC Gooi & Vechtstreek	Erasmus Medical Center	David Nieuwenhuijse, Bas Oude Munnink, Reina Sikkema, Claudia Schapendonk, Irina Chestakova, Anne van der Linden, Mark Pronk, Pascal Lexmond, Corien Swaan, Manon Haverkate, Madelief Mollers, Mart Stein, Sandra Kengne Kamga Mobou, Jeroen van Kampen, Jolanda Voermans, Aura Timen, Corine GeurtsvanKessel, Annemiek van der Eijk, Richard Molenkamp, Marion Koopmans, on behalf of the Dutch national COVID-19 response team.
EPI_ISL_413573	hCoV-19/Netherlands/Hardinxveld_Giessendam_1364806/2020	Europe / Netherlands / Hardinxveld Giessendam	2020-03-02	Dienst Gezondheid & Jeugd Zuid-Holland Zuid	Erasmus Medical Center	David Nieuwenhuijse, Bas Oude Munnink, Reina Sikkema, Claudia Schapendonk, Irina Chestakova, Anne van der Linden, Mark Pronk, Pascal Lexmond, Corien Swaan, Manon Haverkate, Madelief Mollers, Mart Stein, Sandra Kengne Kamga Mobou, Jeroen van Kampen, Jolanda Voermans, Aura Timen, Corine GeurtsvanKessel, Annemiek van der Eijk, Richard Molenkamp, Marion Koopmans, on behalf of the Dutch national COVID-19 response team.
EPI_ISL_413577	hCoV-19/Netherlands/Naarden_1364774/2020	Europe / Netherlands / Naarden	2020-03-02	MHC Gooi & Vechtstreek	Erasmus Medical Center	David Nieuwenhuijse, Bas Oude Munnink, Reina Sikkema, Claudia Schapendonk, Irina Chestakova, Anne van der Linden, Mark Pronk, Pascal Lexmond, Corien Swaan, Manon Haverkate, Madelief Mollers, Mart Stein, Sandra Kengne Kamga Mobou, Jeroen van Kampen, Jolanda Voermans, Aura Timen, Corine GeurtsvanKessel, Annemiek van der Eijk, Richard Molenkamp, Marion Koopmans, on behalf of the Dutch national COVID-19 response team.
EPI_ISL_413590	hCoV-19/Netherlands/Utrecht_1364066/2020	Europe / Netherlands / Utrecht	2020-03-02	MHC Utrecht	Erasmus Medical Center	David Nieuwenhuijse, Bas Oude Munnink, Reina Sikkema, Claudia Schapendonk, Irina Chestakova, Anne van der Linden, Mark Pronk, Pascal Lexmond, Corien Swaan, Manon Haverkate, Madelief Mollers, Mart Stein, Sandra Kengne Kamga Mobou, Jeroen van Kampen, Jolanda Voermans, Aura Timen, Corine GeurtsvanKessel, Annemiek van der Eijk, Richard Molenkamp, Marion Koopmans, on behalf of the Dutch national COVID-19 response team.
