sequenceID	source.name	length	isolate	host_species	collection_year	collection_month	collection_month_day	submission_year	submission_month	submission_month_day	place_sampled	m49_country.display_name	m49_country.m49_sub_region.display_name	m49_country.m49_region.display_name	gisaid_passage_details	gisaid_status_code	gisaid_status_comment	gisaid_originating_lab	gisaid_submitting_lab	gisaid_authors	analyse_variation	ref_tree_candidate	include_in_ref_tree	cdhit_cluster	num_ns	longest_n_run	num_bivalent_ambigs	num_trivalent_ambigs	num_hyphens	num_whitespace	num_other	uncorrected_illegals	num_unique_snps
EPI_ISL_416582	cov-gisaid	29830	Japan/DP0191/2020	Human	2020	FEB	15	2020	MAR	23	Asia / Japan / unknown	Japan	Eastern Asia	Asia	Original	normal	-	Japanese Quarantine Stations	Pathogen Genomics Center, National Institute of Infectious Diseases	Tsuyoshi Sekizuka, Kentaro Itokawa, Rina Tanaka, Masanori Hashino, Tsutomu Kageyama, Shinji Saito, Ikuyo Takayama, Hideki Hasegawa, Takuri Takahashi, Hajime Kamiya, Takuya Yamagishi, Motoi Suzuki, Takaji Wakita, Makoto Kuroda	true	true	false	0	0	0	0	0	0	0	0	false	0
EPI_ISL_416583	cov-gisaid	29812	Japan/DP0196/2020	Human	2020	FEB	15	2020	MAR	23	Asia / Japan / unknown	Japan	Eastern Asia	Asia	Original	normal	-	Japanese Quarantine Stations	Pathogen Genomics Center, National Institute of Infectious Diseases	Tsuyoshi Sekizuka, Kentaro Itokawa, Rina Tanaka, Masanori Hashino, Tsutomu Kageyama, Shinji Saito, Ikuyo Takayama, Hideki Hasegawa, Takuri Takahashi, Hajime Kamiya, Takuya Yamagishi, Motoi Suzuki, Takaji Wakita, Makoto Kuroda	true	true	false	0	0	0	0	0	0	0	0	false	0
EPI_ISL_416584	cov-gisaid	29872	Japan/DP0200/2020	Human	2020	FEB	15	2020	MAR	23	Asia / Japan / unknown	Japan	Eastern Asia	Asia	Original	normal	-	Japanese Quarantine Stations	Pathogen Genomics Center, National Institute of Infectious Diseases	Tsuyoshi Sekizuka, Kentaro Itokawa, Rina Tanaka, Masanori Hashino, Tsutomu Kageyama, Shinji Saito, Ikuyo Takayama, Hideki Hasegawa, Takuri Takahashi, Hajime Kamiya, Takuya Yamagishi, Motoi Suzuki, Takaji Wakita, Makoto Kuroda	true	true	false	0	0	0	0	0	0	0	0	false	0
EPI_ISL_416585	cov-gisaid	29836	Japan/DP0236/2020	Human	2020	FEB	16	2020	MAR	23	Asia / Japan / unknown	Japan	Eastern Asia	Asia	Original	normal	-	Japanese Quarantine Stations	Pathogen Genomics Center, National Institute of Infectious Diseases	Tsuyoshi Sekizuka, Kentaro Itokawa, Rina Tanaka, Masanori Hashino, Tsutomu Kageyama, Shinji Saito, Ikuyo Takayama, Hideki Hasegawa, Takuri Takahashi, Hajime Kamiya, Takuya Yamagishi, Motoi Suzuki, Takaji Wakita, Makoto Kuroda	true	true	false	0	0	0	0	0	0	0	0	false	0
EPI_ISL_416586	cov-gisaid	29833	Japan/DP0274/2020	Human	2020	FEB	16	2020	MAR	23	Asia / Japan / unknown	Japan	Eastern Asia	Asia	Original	normal	-	Japanese Quarantine Stations	Pathogen Genomics Center, National Institute of Infectious Diseases	Tsuyoshi Sekizuka, Kentaro Itokawa, Rina Tanaka, Masanori Hashino, Tsutomu Kageyama, Shinji Saito, Ikuyo Takayama, Hideki Hasegawa, Takuri Takahashi, Hajime Kamiya, Takuya Yamagishi, Motoi Suzuki, Takaji Wakita, Makoto Kuroda	true	true	false	0	0	0	0	0	0	0	0	false	0
EPI_ISL_416587	cov-gisaid	29789	Japan/DP0278/2020	Human	2020	FEB	16	2020	MAR	23	Asia / Japan / unknown	Japan	Eastern Asia	Asia	Original	normal	-	Japanese Quarantine Stations	Pathogen Genomics Center, National Institute of Infectious Diseases	Tsuyoshi Sekizuka, Kentaro Itokawa, Rina Tanaka, Masanori Hashino, Tsutomu Kageyama, Shinji Saito, Ikuyo Takayama, Hideki Hasegawa, Takuri Takahashi, Hajime Kamiya, Takuya Yamagishi, Motoi Suzuki, Takaji Wakita, Makoto Kuroda	true	true	false	0	0	0	0	0	0	0	0	false	0
EPI_ISL_416588	cov-gisaid	29751	Japan/DP0286/2020	Human	2020	FEB	16	2020	MAR	23	Asia / Japan / unknown	Japan	Eastern Asia	Asia	Original	normal	Gap of 15 nucleotides when compared to the reference sequence.	Japanese Quarantine Stations	Pathogen Genomics Center, National Institute of Infectious Diseases	Tsuyoshi Sekizuka, Kentaro Itokawa, Rina Tanaka, Masanori Hashino, Tsutomu Kageyama, Shinji Saito, Ikuyo Takayama, Hideki Hasegawa, Takuri Takahashi, Hajime Kamiya, Takuya Yamagishi, Motoi Suzuki, Takaji Wakita, Makoto Kuroda	true	true	false	0	0	0	0	0	0	0	0	false	0
EPI_ISL_416589	cov-gisaid	29811	Japan/DP0287/2020	Human	2020	FEB	16	2020	MAR	23	Asia / Japan / unknown	Japan	Eastern Asia	Asia	Original	normal	-	Japanese Quarantine Stations	Pathogen Genomics Center, National Institute of Infectious Diseases	Tsuyoshi Sekizuka, Kentaro Itokawa, Rina Tanaka, Masanori Hashino, Tsutomu Kageyama, Shinji Saito, Ikuyo Takayama, Hideki Hasegawa, Takuri Takahashi, Hajime Kamiya, Takuya Yamagishi, Motoi Suzuki, Takaji Wakita, Makoto Kuroda	true	true	false	0	0	0	0	0	0	0	0	false	3
EPI_ISL_416590	cov-gisaid	29766	Japan/DP0289/2020	Human	2020	FEB	16	2020	MAR	23	Asia / Japan / unknown	Japan	Eastern Asia	Asia	Original	normal	-	Japanese Quarantine Stations	Pathogen Genomics Center, National Institute of Infectious Diseases	Tsuyoshi Sekizuka, Kentaro Itokawa, Rina Tanaka, Masanori Hashino, Tsutomu Kageyama, Shinji Saito, Ikuyo Takayama, Hideki Hasegawa, Takuri Takahashi, Hajime Kamiya, Takuya Yamagishi, Motoi Suzuki, Takaji Wakita, Makoto Kuroda	true	true	false	0	0	0	0	0	0	0	0	false	0
EPI_ISL_416591	cov-gisaid	29872	Japan/DP0290/2020	Human	2020	FEB	16	2020	MAR	23	Asia / Japan / unknown	Japan	Eastern Asia	Asia	Original	normal	-	Japanese Quarantine Stations	Pathogen Genomics Center, National Institute of Infectious Diseases	Tsuyoshi Sekizuka, Kentaro Itokawa, Rina Tanaka, Masanori Hashino, Tsutomu Kageyama, Shinji Saito, Ikuyo Takayama, Hideki Hasegawa, Takuri Takahashi, Hajime Kamiya, Takuya Yamagishi, Motoi Suzuki, Takaji Wakita, Makoto Kuroda	true	true	false	0	0	0	0	0	0	0	0	false	0
EPI_ISL_416592	cov-gisaid	29835	Japan/DP0294/2020	Human	2020	FEB	16	2020	MAR	23	Asia / Japan / unknown	Japan	Eastern Asia	Asia	Original	normal	-	Japanese Quarantine Stations	Pathogen Genomics Center, National Institute of Infectious Diseases	Tsuyoshi Sekizuka, Kentaro Itokawa, Rina Tanaka, Masanori Hashino, Tsutomu Kageyama, Shinji Saito, Ikuyo Takayama, Hideki Hasegawa, Takuri Takahashi, Hajime Kamiya, Takuya Yamagishi, Motoi Suzuki, Takaji Wakita, Makoto Kuroda	true	true	false	0	0	0	0	0	0	0	0	false	0
EPI_ISL_416593	cov-gisaid	29790	Japan/DP0311/2020	Human	2020	FEB	16	2020	MAR	23	Asia / Japan / unknown	Japan	Eastern Asia	Asia	Original	normal	-	Japanese Quarantine Stations	Pathogen Genomics Center, National Institute of Infectious Diseases	Tsuyoshi Sekizuka, Kentaro Itokawa, Rina Tanaka, Masanori Hashino, Tsutomu Kageyama, Shinji Saito, Ikuyo Takayama, Hideki Hasegawa, Takuri Takahashi, Hajime Kamiya, Takuya Yamagishi, Motoi Suzuki, Takaji Wakita, Makoto Kuroda	true	true	false	0	0	0	0	0	0	0	0	false	0
EPI_ISL_416594	cov-gisaid	29789	Japan/DP0319/2020	Human	2020	FEB	16	2020	MAR	23	Asia / Japan / unknown	Japan	Eastern Asia	Asia	Original	normal	-	Japanese Quarantine Stations	Pathogen Genomics Center, National Institute of Infectious Diseases	Tsuyoshi Sekizuka, Kentaro Itokawa, Rina Tanaka, Masanori Hashino, Tsutomu Kageyama, Shinji Saito, Ikuyo Takayama, Hideki Hasegawa, Takuri Takahashi, Hajime Kamiya, Takuya Yamagishi, Motoi Suzuki, Takaji Wakita, Makoto Kuroda	true	true	false	0	0	0	0	0	0	0	0	false	0
EPI_ISL_416595	cov-gisaid	29833	Japan/DP0328/2020	Human	2020	FEB	16	2020	MAR	23	Asia / Japan / unknown	Japan	Eastern Asia	Asia	Original	normal	-	Japanese Quarantine Stations	Pathogen Genomics Center, National Institute of Infectious Diseases	Tsuyoshi Sekizuka, Kentaro Itokawa, Rina Tanaka, Masanori Hashino, Tsutomu Kageyama, Shinji Saito, Ikuyo Takayama, Hideki Hasegawa, Takuri Takahashi, Hajime Kamiya, Takuya Yamagishi, Motoi Suzuki, Takaji Wakita, Makoto Kuroda	true	true	false	0	0	0	0	0	0	0	0	false	0
EPI_ISL_416596	cov-gisaid	29789	Japan/DP0344/2020	Human	2020	FEB	16	2020	MAR	23	Asia / Japan / unknown	Japan	Eastern Asia	Asia	Original	normal	-	Japanese Quarantine Stations	Pathogen Genomics Center, National Institute of Infectious Diseases	Tsuyoshi Sekizuka, Kentaro Itokawa, Rina Tanaka, Masanori Hashino, Tsutomu Kageyama, Shinji Saito, Ikuyo Takayama, Hideki Hasegawa, Takuri Takahashi, Hajime Kamiya, Takuya Yamagishi, Motoi Suzuki, Takaji Wakita, Makoto Kuroda	true	true	false	0	0	0	0	0	0	0	0	false	0
EPI_ISL_416597	cov-gisaid	29830	Japan/DP0346/2020	Human	2020	FEB	16	2020	MAR	23	Asia / Japan / unknown	Japan	Eastern Asia	Asia	Original	normal	-	Japanese Quarantine Stations	Pathogen Genomics Center, National Institute of Infectious Diseases	Tsuyoshi Sekizuka, Kentaro Itokawa, Rina Tanaka, Masanori Hashino, Tsutomu Kageyama, Shinji Saito, Ikuyo Takayama, Hideki Hasegawa, Takuri Takahashi, Hajime Kamiya, Takuya Yamagishi, Motoi Suzuki, Takaji Wakita, Makoto Kuroda	true	true	false	0	0	0	0	0	0	0	0	false	0
EPI_ISL_416598	cov-gisaid	29830	Japan/DP0357/2020	Human	2020	FEB	16	2020	MAR	23	Asia / Japan / unknown	Japan	Eastern Asia	Asia	Original	normal	-	Japanese Quarantine Stations	Pathogen Genomics Center, National Institute of Infectious Diseases	Tsuyoshi Sekizuka, Kentaro Itokawa, Rina Tanaka, Masanori Hashino, Tsutomu Kageyama, Shinji Saito, Ikuyo Takayama, Hideki Hasegawa, Takuri Takahashi, Hajime Kamiya, Takuya Yamagishi, Motoi Suzuki, Takaji Wakita, Makoto Kuroda	true	true	false	0	0	0	0	0	0	0	0	false	0
EPI_ISL_416599	cov-gisaid	29824	Japan/DP0361/2020	Human	2020	FEB	16	2020	MAR	23	Asia / Japan / unknown	Japan	Eastern Asia	Asia	Original	normal	-	Japanese Quarantine Stations	Pathogen Genomics Center, National Institute of Infectious Diseases	Tsuyoshi Sekizuka, Kentaro Itokawa, Rina Tanaka, Masanori Hashino, Tsutomu Kageyama, Shinji Saito, Ikuyo Takayama, Hideki Hasegawa, Takuri Takahashi, Hajime Kamiya, Takuya Yamagishi, Motoi Suzuki, Takaji Wakita, Makoto Kuroda	true	true	false	0	0	0	0	0	0	0	0	false	0
EPI_ISL_416600	cov-gisaid	29766	Japan/DP0438/2020	Human	2020	FEB	16	2020	MAR	23	Asia / Japan / unknown	Japan	Eastern Asia	Asia	Original	normal	-	Japanese Quarantine Stations	Pathogen Genomics Center, National Institute of Infectious Diseases	Tsuyoshi Sekizuka, Kentaro Itokawa, Rina Tanaka, Masanori Hashino, Tsutomu Kageyama, Shinji Saito, Ikuyo Takayama, Hideki Hasegawa, Takuri Takahashi, Hajime Kamiya, Takuya Yamagishi, Motoi Suzuki, Takaji Wakita, Makoto Kuroda	true	true	false	0	0	0	0	0	0	0	0	false	0
EPI_ISL_416601	cov-gisaid	29832	Japan/DP0457/2020	Human	2020	FEB	16	2020	MAR	23	Asia / Japan / unknown	Japan	Eastern Asia	Asia	Original	normal	-	Japanese Quarantine Stations	Pathogen Genomics Center, National Institute of Infectious Diseases	Tsuyoshi Sekizuka, Kentaro Itokawa, Rina Tanaka, Masanori Hashino, Tsutomu Kageyama, Shinji Saito, Ikuyo Takayama, Hideki Hasegawa, Takuri Takahashi, Hajime Kamiya, Takuya Yamagishi, Motoi Suzuki, Takaji Wakita, Makoto Kuroda	true	true	false	0	0	0	0	0	0	0	0	false	1
EPI_ISL_416602	cov-gisaid	29834	Japan/DP0462/2020	Human	2020	FEB	16	2020	MAR	23	Asia / Japan / unknown	Japan	Eastern Asia	Asia	Original	normal	-	Japanese Quarantine Stations	Pathogen Genomics Center, National Institute of Infectious Diseases	Tsuyoshi Sekizuka, Kentaro Itokawa, Rina Tanaka, Masanori Hashino, Tsutomu Kageyama, Shinji Saito, Ikuyo Takayama, Hideki Hasegawa, Takuri Takahashi, Hajime Kamiya, Takuya Yamagishi, Motoi Suzuki, Takaji Wakita, Makoto Kuroda	true	true	true	146	220	10	0	0	0	0	0	false	0
EPI_ISL_416603	cov-gisaid	29831	Japan/DP0464/2020	Human	2020	FEB	16	2020	MAR	23	Asia / Japan / unknown	Japan	Eastern Asia	Asia	Original	normal	-	Japanese Quarantine Stations	Pathogen Genomics Center, National Institute of Infectious Diseases	Tsuyoshi Sekizuka, Kentaro Itokawa, Rina Tanaka, Masanori Hashino, Tsutomu Kageyama, Shinji Saito, Ikuyo Takayama, Hideki Hasegawa, Takuri Takahashi, Hajime Kamiya, Takuya Yamagishi, Motoi Suzuki, Takaji Wakita, Makoto Kuroda	true	true	false	0	0	0	0	0	0	0	0	false	0
EPI_ISL_416604	cov-gisaid	29767	Japan/DP0476/2020	Human	2020	FEB	16	2020	MAR	23	Asia / Japan / unknown	Japan	Eastern Asia	Asia	Original	normal	-	Japanese Quarantine Stations	Pathogen Genomics Center, National Institute of Infectious Diseases	Tsuyoshi Sekizuka, Kentaro Itokawa, Rina Tanaka, Masanori Hashino, Tsutomu Kageyama, Shinji Saito, Ikuyo Takayama, Hideki Hasegawa, Takuri Takahashi, Hajime Kamiya, Takuya Yamagishi, Motoi Suzuki, Takaji Wakita, Makoto Kuroda	true	true	false	0	0	0	0	0	0	0	0	false	1
EPI_ISL_416605	cov-gisaid	29767	Japan/DP0481/2020	Human	2020	FEB	16	2020	MAR	23	Asia / Japan / unknown	Japan	Eastern Asia	Asia	Original	normal	-	Japanese Quarantine Stations	Pathogen Genomics Center, National Institute of Infectious Diseases	Tsuyoshi Sekizuka, Kentaro Itokawa, Rina Tanaka, Masanori Hashino, Tsutomu Kageyama, Shinji Saito, Ikuyo Takayama, Hideki Hasegawa, Takuri Takahashi, Hajime Kamiya, Takuya Yamagishi, Motoi Suzuki, Takaji Wakita, Makoto Kuroda	true	true	false	0	0	0	0	0	0	0	0	false	2
EPI_ISL_416606	cov-gisaid	29833	Japan/DP0482/2020	Human	2020	FEB	16	2020	MAR	23	Asia / Japan / unknown	Japan	Eastern Asia	Asia	Original	normal	-	Japanese Quarantine Stations	Pathogen Genomics Center, National Institute of Infectious Diseases	Tsuyoshi Sekizuka, Kentaro Itokawa, Rina Tanaka, Masanori Hashino, Tsutomu Kageyama, Shinji Saito, Ikuyo Takayama, Hideki Hasegawa, Takuri Takahashi, Hajime Kamiya, Takuya Yamagishi, Motoi Suzuki, Takaji Wakita, Makoto Kuroda	true	true	false	0	0	0	0	0	0	0	0	false	0
EPI_ISL_416607	cov-gisaid	29831	Japan/DP0543/2020	Human	2020	FEB	17	2020	MAR	23	Asia / Japan / unknown	Japan	Eastern Asia	Asia	Original	normal	-	Japanese Quarantine Stations	Pathogen Genomics Center, National Institute of Infectious Diseases	Tsuyoshi Sekizuka, Kentaro Itokawa, Rina Tanaka, Masanori Hashino, Tsutomu Kageyama, Shinji Saito, Ikuyo Takayama, Hideki Hasegawa, Takuri Takahashi, Hajime Kamiya, Takuya Yamagishi, Motoi Suzuki, Takaji Wakita, Makoto Kuroda	true	true	false	0	0	0	0	0	0	0	0	false	0
EPI_ISL_416608	cov-gisaid	29766	Japan/DP0544/2020	Human	2020	FEB	17	2020	MAR	23	Asia / Japan / unknown	Japan	Eastern Asia	Asia	Original	normal	-	Japanese Quarantine Stations	Pathogen Genomics Center, National Institute of Infectious Diseases	Tsuyoshi Sekizuka, Kentaro Itokawa, Rina Tanaka, Masanori Hashino, Tsutomu Kageyama, Shinji Saito, Ikuyo Takayama, Hideki Hasegawa, Takuri Takahashi, Hajime Kamiya, Takuya Yamagishi, Motoi Suzuki, Takaji Wakita, Makoto Kuroda	true	true	false	0	0	0	0	0	0	0	0	false	0
EPI_ISL_416609	cov-gisaid	29787	Japan/DP0568/2020	Human	2020	FEB	17	2020	MAR	23	Asia / Japan / unknown	Japan	Eastern Asia	Asia	Original	normal	-	Japanese Quarantine Stations	Pathogen Genomics Center, National Institute of Infectious Diseases	Tsuyoshi Sekizuka, Kentaro Itokawa, Rina Tanaka, Masanori Hashino, Tsutomu Kageyama, Shinji Saito, Ikuyo Takayama, Hideki Hasegawa, Takuri Takahashi, Hajime Kamiya, Takuya Yamagishi, Motoi Suzuki, Takaji Wakita, Makoto Kuroda	true	true	false	0	0	0	0	0	0	0	0	false	0
EPI_ISL_416610	cov-gisaid	29833	Japan/DP0588/2020	Human	2020	FEB	17	2020	MAR	23	Asia / Japan / unknown	Japan	Eastern Asia	Asia	Original	normal	-	Japanese Quarantine Stations	Pathogen Genomics Center, National Institute of Infectious Diseases	Tsuyoshi Sekizuka, Kentaro Itokawa, Rina Tanaka, Masanori Hashino, Tsutomu Kageyama, Shinji Saito, Ikuyo Takayama, Hideki Hasegawa, Takuri Takahashi, Hajime Kamiya, Takuya Yamagishi, Motoi Suzuki, Takaji Wakita, Makoto Kuroda	true	true	false	0	0	0	0	0	0	0	0	false	0
EPI_ISL_416611	cov-gisaid	29766	Japan/DP0644/2020	Human	2020	FEB	17	2020	MAR	23	Asia / Japan / unknown	Japan	Eastern Asia	Asia	Original	normal	-	Japanese Quarantine Stations	Pathogen Genomics Center, National Institute of Infectious Diseases	Tsuyoshi Sekizuka, Kentaro Itokawa, Rina Tanaka, Masanori Hashino, Tsutomu Kageyama, Shinji Saito, Ikuyo Takayama, Hideki Hasegawa, Takuri Takahashi, Hajime Kamiya, Takuya Yamagishi, Motoi Suzuki, Takaji Wakita, Makoto Kuroda	true	true	false	0	0	0	0	0	0	0	0	false	0
EPI_ISL_416612	cov-gisaid	29839	Japan/DP0645/2020	Human	2020	FEB	17	2020	MAR	23	Asia / Japan / unknown	Japan	Eastern Asia	Asia	Original	normal	-	Japanese Quarantine Stations	Pathogen Genomics Center, National Institute of Infectious Diseases	Tsuyoshi Sekizuka, Kentaro Itokawa, Rina Tanaka, Masanori Hashino, Tsutomu Kageyama, Shinji Saito, Ikuyo Takayama, Hideki Hasegawa, Takuri Takahashi, Hajime Kamiya, Takuya Yamagishi, Motoi Suzuki, Takaji Wakita, Makoto Kuroda	true	true	false	0	0	0	0	0	0	0	0	false	1
EPI_ISL_416613	cov-gisaid	29766	Japan/DP0654/2020	Human	2020	FEB	17	2020	MAR	23	Asia / Japan / unknown	Japan	Eastern Asia	Asia	Original	normal	-	Japanese Quarantine Stations	Pathogen Genomics Center, National Institute of Infectious Diseases	Tsuyoshi Sekizuka, Kentaro Itokawa, Rina Tanaka, Masanori Hashino, Tsutomu Kageyama, Shinji Saito, Ikuyo Takayama, Hideki Hasegawa, Takuri Takahashi, Hajime Kamiya, Takuya Yamagishi, Motoi Suzuki, Takaji Wakita, Makoto Kuroda	true	true	false	0	0	0	0	0	0	0	0	false	2
EPI_ISL_416614	cov-gisaid	29833	Japan/DP0687/2020	Human	2020	FEB	17	2020	MAR	23	Asia / Japan / unknown	Japan	Eastern Asia	Asia	Original	normal	-	Japanese Quarantine Stations	Pathogen Genomics Center, National Institute of Infectious Diseases	Tsuyoshi Sekizuka, Kentaro Itokawa, Rina Tanaka, Masanori Hashino, Tsutomu Kageyama, Shinji Saito, Ikuyo Takayama, Hideki Hasegawa, Takuri Takahashi, Hajime Kamiya, Takuya Yamagishi, Motoi Suzuki, Takaji Wakita, Makoto Kuroda	true	true	false	0	0	0	0	0	0	0	0	false	0
EPI_ISL_416615	cov-gisaid	29804	Japan/DP0690/2020	Human	2020	FEB	17	2020	MAR	23	Asia / Japan / unknown	Japan	Eastern Asia	Asia	Original	normal	-	Japanese Quarantine Stations	Pathogen Genomics Center, National Institute of Infectious Diseases	Tsuyoshi Sekizuka, Kentaro Itokawa, Rina Tanaka, Masanori Hashino, Tsutomu Kageyama, Shinji Saito, Ikuyo Takayama, Hideki Hasegawa, Takuri Takahashi, Hajime Kamiya, Takuya Yamagishi, Motoi Suzuki, Takaji Wakita, Makoto Kuroda	true	true	false	146	221	13	0	0	0	0	0	false	1
EPI_ISL_416616	cov-gisaid	29836	Japan/DP0697/2020	Human	2020	FEB	17	2020	MAR	23	Asia / Japan / unknown	Japan	Eastern Asia	Asia	Original	normal	Stretches of NNNs (1.25% of overall sequence).	Japanese Quarantine Stations	Pathogen Genomics Center, National Institute of Infectious Diseases	Tsuyoshi Sekizuka, Kentaro Itokawa, Rina Tanaka, Masanori Hashino, Tsutomu Kageyama, Shinji Saito, Ikuyo Takayama, Hideki Hasegawa, Takuri Takahashi, Hajime Kamiya, Takuya Yamagishi, Motoi Suzuki, Takaji Wakita, Makoto Kuroda	true	true	true	145	374	63	0	0	0	0	0	false	0
EPI_ISL_416617	cov-gisaid	29774	Japan/DP0699/2020	Human	2020	FEB	17	2020	MAR	23	Asia / Japan / unknown	Japan	Eastern Asia	Asia	Original	normal	-	Japanese Quarantine Stations	Pathogen Genomics Center, National Institute of Infectious Diseases	Tsuyoshi Sekizuka, Kentaro Itokawa, Rina Tanaka, Masanori Hashino, Tsutomu Kageyama, Shinji Saito, Ikuyo Takayama, Hideki Hasegawa, Takuri Takahashi, Hajime Kamiya, Takuya Yamagishi, Motoi Suzuki, Takaji Wakita, Makoto Kuroda	true	true	false	0	0	0	0	0	0	0	0	false	0
EPI_ISL_416618	cov-gisaid	29632	Japan/DP0700/2020	Human	2020	FEB	17	2020	MAR	23	Asia / Japan / unknown	Japan	Eastern Asia	Asia	Original	normal	-	Japanese Quarantine Stations	Pathogen Genomics Center, National Institute of Infectious Diseases	Tsuyoshi Sekizuka, Kentaro Itokawa, Rina Tanaka, Masanori Hashino, Tsutomu Kageyama, Shinji Saito, Ikuyo Takayama, Hideki Hasegawa, Takuri Takahashi, Hajime Kamiya, Takuya Yamagishi, Motoi Suzuki, Takaji Wakita, Makoto Kuroda	true	true	false	146	225	41	0	0	0	0	0	false	0
EPI_ISL_416619	cov-gisaid	29655	Japan/DP0703/2020	Human	2020	FEB	17	2020	MAR	23	Asia / Japan / unknown	Japan	Eastern Asia	Asia	Original	normal	-	Japanese Quarantine Stations	Pathogen Genomics Center, National Institute of Infectious Diseases	Tsuyoshi Sekizuka, Kentaro Itokawa, Rina Tanaka, Masanori Hashino, Tsutomu Kageyama, Shinji Saito, Ikuyo Takayama, Hideki Hasegawa, Takuri Takahashi, Hajime Kamiya, Takuya Yamagishi, Motoi Suzuki, Takaji Wakita, Makoto Kuroda	true	true	false	0	0	0	0	0	0	0	0	false	0
EPI_ISL_416620	cov-gisaid	29784	Japan/DP0724/2020	Human	2020	FEB	17	2020	MAR	23	Asia / Japan / unknown	Japan	Eastern Asia	Asia	Original	normal	-	Japanese Quarantine Stations	Pathogen Genomics Center, National Institute of Infectious Diseases	Tsuyoshi Sekizuka, Kentaro Itokawa, Rina Tanaka, Masanori Hashino, Tsutomu Kageyama, Shinji Saito, Ikuyo Takayama, Hideki Hasegawa, Takuri Takahashi, Hajime Kamiya, Takuya Yamagishi, Motoi Suzuki, Takaji Wakita, Makoto Kuroda	true	true	false	0	0	0	0	0	0	0	0	false	1
EPI_ISL_416621	cov-gisaid	29817	Japan/DP0743/2020	Human	2020	FEB	17	2020	MAR	23	Asia / Japan / unknown	Japan	Eastern Asia	Asia	Original	normal	-	Japanese Quarantine Stations	Pathogen Genomics Center, National Institute of Infectious Diseases	Tsuyoshi Sekizuka, Kentaro Itokawa, Rina Tanaka, Masanori Hashino, Tsutomu Kageyama, Shinji Saito, Ikuyo Takayama, Hideki Hasegawa, Takuri Takahashi, Hajime Kamiya, Takuya Yamagishi, Motoi Suzuki, Takaji Wakita, Makoto Kuroda	true	true	false	0	0	0	0	0	0	0	0	false	1
EPI_ISL_416622	cov-gisaid	29859	Japan/DP0752/2020	Human	2020	FEB	17	2020	MAR	23	Asia / Japan / unknown	Japan	Eastern Asia	Asia	Original	normal	-	Japanese Quarantine Stations	Pathogen Genomics Center, National Institute of Infectious Diseases	Tsuyoshi Sekizuka, Kentaro Itokawa, Rina Tanaka, Masanori Hashino, Tsutomu Kageyama, Shinji Saito, Ikuyo Takayama, Hideki Hasegawa, Takuri Takahashi, Hajime Kamiya, Takuya Yamagishi, Motoi Suzuki, Takaji Wakita, Makoto Kuroda	true	true	false	0	0	0	0	0	0	0	0	false	1
